"DMS_ORIG","DMS_DEST","SCTG2","DMS_MODE","Total KTons in 2015"
"Cincinnati OH-KY-IN (OH Part)","Washington DC-VA-MD-WV (VA Part)","Plastics/rubber","Truck","1.049929"
"Cincinnati OH-KY-IN (OH Part)","Rest of VA","Plastics/rubber","Truck","1.021680"
"Cincinnati OH-KY-IN (OH Part)","Seattle WA","Plastics/rubber","Truck","0.174923"
"Cincinnati OH-KY-IN (OH Part)","West Virginia","Plastics/rubber","Truck","1.037687"
"Cincinnati OH-KY-IN (OH Part)","Milwaukee WI","Plastics/rubber","Truck","0.973365"
"Cincinnati OH-KY-IN (OH Part)","Rest of WI","Plastics/rubber","Truck","3.936584"
"Cleveland OH","Birmingham AL","Plastics/rubber","Truck","27.517044"
"Cleveland OH","Mobile AL","Plastics/rubber","Truck","31.499537"
"Cleveland OH","Rest of AL","Plastics/rubber","Truck","16.625408"
"Cleveland OH","Phoenix AZ","Plastics/rubber","Truck","3.143979"
"Cleveland OH","Tucson AZ","Plastics/rubber","Truck","0.999363"
"Cleveland OH","Arkansas","Plastics/rubber","Truck","36.309353"
"Cleveland OH","Los Angeles CA","Plastics/rubber","Truck","10.937532"
"Cleveland OH","San Diego CA","Plastics/rubber","Truck","0.783125"
"Cleveland OH","San Francisco CA","Plastics/rubber","Truck","0.908627"
"Cleveland OH","Fresno CA","Plastics/rubber","Truck","0.142587"
"Cleveland OH","Rest of CA","Plastics/rubber","Truck","5.206133"
"Cleveland OH","Denver CO","Plastics/rubber","Truck","1.829397"
"Cleveland OH","Rest of CO","Plastics/rubber","Truck","0.962354"
"Cleveland OH","Hartford CT","Plastics/rubber","Truck","0.429783"
"Cleveland OH","New York NY-NJ-CT-PA (CT Part)","Plastics/rubber","Truck","2.740762"
"Cleveland OH","Rest of CT","Plastics/rubber","Truck","0.915037"
"Cleveland OH","Philadelphia PA-NJ-DE-MD (DE Part)","Plastics/rubber","Truck","34.366035"
"Cleveland OH","Jacksonville FL-GA  CFS Area (FL Part)","Plastics/rubber","Truck","2.604096"
"Cleveland OH","Miami FL","Plastics/rubber","Truck","6.696666"
"Cleveland OH","Orlando FL","Plastics/rubber","Truck","10.491424"
"Cleveland OH","Tampa FL","Plastics/rubber","Truck","1.269170"
"Cleveland OH","Rest of FL","Plastics/rubber","Truck","3.782825"
"Cleveland OH","Atlanta GA","Plastics/rubber","Truck","31.483116"
"Cleveland OH","Savannah GA","Plastics/rubber","Truck","4.614236"
"Cleveland OH","Rest of GA","Plastics/rubber","Truck","3.753865"
"Cleveland OH","Chicago IL-IN-WI (IL Part)","Plastics/rubber","Truck","58.065475"
"Cleveland OH","St. Louis MO-IL (IL Part)","Plastics/rubber","Truck","3.485975"
"Cleveland OH","Rest of IL","Plastics/rubber","Truck","14.080840"
"Cleveland OH","Chicago IL-IN-WI (IN Part)","Plastics/rubber","Truck","2.626944"
"Cleveland OH","Indianapolis IN","Plastics/rubber","Truck","28.851059"
"Cleveland OH","Fort Wayne IN","Plastics/rubber","Truck","12.103278"
"Cleveland OH","Rest of IN","Plastics/rubber","Truck","19.777941"
"Cleveland OH","Iowa","Plastics/rubber","Truck","6.768258"
"Cleveland OH","Kansas City MO-KS (KS Part)","Plastics/rubber","Truck","2.811531"
"Cleveland OH","Wichita KS","Plastics/rubber","Truck","0.207240"
"Cleveland OH","Rest of KS","Plastics/rubber","Truck","0.912195"
"Cleveland OH","Cincinnati OH-KY-IN (KY Part)","Plastics/rubber","Truck","2.924204"
"Cleveland OH","Louisville KY-IN (KY Part)","Plastics/rubber","Truck","2.364864"
"Cleveland OH","Rest of KY","Plastics/rubber","Truck","9.674144"
"Cleveland OH","Baton Rouge LA","Plastics/rubber","Truck","0.791038"
"Cleveland OH","New Orleans LA-MS (LA Part)","Plastics/rubber","Truck","0.237361"
"Cleveland OH","Rest of LA","Plastics/rubber","Truck","6.464397"
"Cleveland OH","Maine","Plastics/rubber","Truck","2.490836"
"Cleveland OH","Baltimore MD","Plastics/rubber","Truck","0.990372"
"Cleveland OH","Washington DC-VA-MD-WV (MD Part)","Plastics/rubber","Truck","3.552597"
"Cleveland OH","Rest of MD","Plastics/rubber","Truck","1.045297"
"Cleveland OH","Boston MA-RI-NH-CT (MA Part)","Plastics/rubber","Truck","12.188058"
"Cleveland OH","Rest of MA","Plastics/rubber","Truck","0.236839"
"Cleveland OH","Detroit MI","Plastics/rubber","Truck","38.335926"
"Cleveland OH","Grand Rapids MI","Plastics/rubber","Truck","18.196518"
"Cleveland OH","Rest of MI","Plastics/rubber","Truck","17.849020"
"Cleveland OH","Minneapolis-St. Paul MN-WI (MN Part)","Plastics/rubber","Truck","6.797224"
"Cleveland OH","Rest of MN","Plastics/rubber","Truck","2.557980"
"Cleveland OH","Mississippi","Plastics/rubber","Truck","12.555419"
"Cleveland OH","Kansas City MO-KS (MO Part)","Plastics/rubber","Truck","13.822695"
"Cleveland OH","St. Louis MO-IL (MO Part)","Plastics/rubber","Truck","6.069095"
"Cleveland OH","Rest of MO","Plastics/rubber","Truck","2.888164"
"Cleveland OH","Montana","Plastics/rubber","Truck","0.492157"
"Cleveland OH","Omaha NE-IA (NE Part)","Plastics/rubber","Truck","1.481757"
"Cleveland OH","Rest of NE","Plastics/rubber","Truck","1.914653"
"Cleveland OH","Boston MA-RI-NH-CT (NH Part)","Plastics/rubber","Truck","5.863062"
"Cleveland OH","Rest of NH","Plastics/rubber","Truck","0.623388"
"Cleveland OH","New York NY-NJ-CT-PA (NJ Part)","Plastics/rubber","Truck","19.086006"
"Cleveland OH","Philadelphia PA-NJ-DE-MD (NJ Part)","Plastics/rubber","Truck","2.081462"
"Cleveland OH","New Mexico","Plastics/rubber","Truck","0.137769"
"Cleveland OH","Albany NY  CFS Area","Plastics/rubber","Truck","2.782369"
"Cleveland OH","Buffalo NY  CFS Area","Plastics/rubber","Truck","19.684063"
"Cleveland OH","New York NY-NJ-CT-PA (NY Part)","Plastics/rubber","Truck","16.220552"
"Cleveland OH","Rochester NY","Plastics/rubber","Truck","11.166218"
"Cleveland OH","Rest of NY","Plastics/rubber","Truck","18.923018"
"Cleveland OH","Charlotte NC-SC (NC Part)","Plastics/rubber","Truck","17.441996"
"Cleveland OH","Greensboro--Winston-Salem--High Point NC","Plastics/rubber","Truck","3.544352"
"Cleveland OH","Raleigh-Durham NC","Plastics/rubber","Truck","1.137960"
"Cleveland OH","Rest of NC","Plastics/rubber","Truck","8.402861"
"Cleveland OH","North Dakota","Plastics/rubber","Truck","0.890881"
"Cleveland OH","Cincinnati OH-KY-IN (OH Part)","Plastics/rubber","Truck","4.858814"
"Cleveland OH","Cleveland OH","Plastics/rubber","Truck","735.102539"
"Cleveland OH","Columbus OH","Plastics/rubber","Truck","92.146950"
"Cleveland OH","Dayton OH","Plastics/rubber","Truck","32.551323"
"Cleveland OH","Rest of OH","Plastics/rubber","Truck","146.480911"
"Cleveland OH","Oklahoma City OK","Plastics/rubber","Truck","36.076355"
"Cleveland OH","Tulsa OK","Plastics/rubber","Truck","3.763825"
"Cleveland OH","Portland OR-WA (OR Part)","Plastics/rubber","Truck","3.542298"
"Cleveland OH","Rest of OR","Plastics/rubber","Truck","1.738832"
"Cleveland OH","Philadelphia PA-NJ-DE-MD (PA Part)","Plastics/rubber","Truck","8.668965"
"Cleveland OH","Pittsburgh PA-OH-WV (PA Part)","Plastics/rubber","Truck","21.801296"
"Cleveland OH","New York NY-NJ-CT-PA (PA Part)","Plastics/rubber","Truck","5.578228"
"Cleveland OH","Rest of PA","Plastics/rubber","Truck","84.257523"
"Cleveland OH","Boston MA-RI-NH-CT (RI Part)","Plastics/rubber","Truck","7.390124"
"Cleveland OH","Greenville SC","Plastics/rubber","Truck","0.962201"
"Cleveland OH","Rest of SC","Plastics/rubber","Truck","9.560709"
"Cleveland OH","South Dakota","Plastics/rubber","Truck","0.201600"
"Cleveland OH","Memphis TN-MS-AR (TN Part)","Plastics/rubber","Truck","0.621180"
"Cleveland OH","Nashville TN","Plastics/rubber","Truck","6.905734"
"Cleveland OH","Knoxville TN","Plastics/rubber","Truck","6.024242"
"Cleveland OH","Rest of TN","Plastics/rubber","Truck","17.452383"
"Cleveland OH","Austin TX","Plastics/rubber","Truck","0.851675"
"Cleveland OH","Corpus Christi TX","Plastics/rubber","Truck","0.249254"
"Cleveland OH","Dallas-Fort Worth TX-OK (TX Part)","Plastics/rubber","Truck","11.575112"
"Cleveland OH","El Paso TX-NM (TX Part)","Plastics/rubber","Truck","5.463586"
"Cleveland OH","Houston TX","Plastics/rubber","Truck","9.009212"
"Cleveland OH","Laredo TX","Plastics/rubber","Truck","20.675371"
"Cleveland OH","San Antonio TX","Plastics/rubber","Truck","13.782489"
"Cleveland OH","Rest of TX","Plastics/rubber","Truck","12.966867"
"Cleveland OH","Salt Lake City UT","Plastics/rubber","Truck","2.773459"
"Cleveland OH","Vermont","Plastics/rubber","Truck","0.785069"
"Cleveland OH","Richmond VA","Plastics/rubber","Truck","9.961239"
"Cleveland OH","Virginia Beach-Norfolk VA-NC (VA Part)","Plastics/rubber","Truck","1.924144"
"Cleveland OH","Washington DC-VA-MD-WV (VA Part)","Plastics/rubber","Truck","2.174780"
"Cleveland OH","Rest of VA","Plastics/rubber","Truck","18.415043"
"Cleveland OH","Seattle WA","Plastics/rubber","Truck","2.756233"
"Cleveland OH","Portland OR-WA (WA Part)","Plastics/rubber","Truck","0.873067"
"Cleveland OH","Rest of WA","Plastics/rubber","Truck","1.195713"
"Cleveland OH","West Virginia","Plastics/rubber","Truck","10.291697"
"Cleveland OH","Milwaukee WI","Plastics/rubber","Truck","19.703608"
"Cleveland OH","Rest of WI","Plastics/rubber","Truck","34.525467"
"Columbus OH","Birmingham AL","Plastics/rubber","Truck","192.795486"
"Columbus OH","Rest of AL","Plastics/rubber","Truck","417.722961"
"Columbus OH","Phoenix AZ","Plastics/rubber","Truck","0.246565"
"Columbus OH","Tucson AZ","Plastics/rubber","Truck","0.287688"
"Columbus OH","Rest of AZ","Plastics/rubber","Truck","1.113727"
"Columbus OH","Arkansas","Plastics/rubber","Truck","1.130560"
"Columbus OH","Los Angeles CA","Plastics/rubber","Truck","14.820263"
"Columbus OH","Sacramento CA","Plastics/rubber","Truck","0.337366"
"Columbus OH","San Diego CA","Plastics/rubber","Truck","0.959914"
"Columbus OH","San Francisco CA","Plastics/rubber","Truck","5.545973"
"Columbus OH","Fresno CA","Plastics/rubber","Truck","0.287118"
"Columbus OH","Rest of CA","Plastics/rubber","Truck","3.443875"
"Columbus OH","Denver CO","Plastics/rubber","Truck","2.113986"
"Columbus OH","Rest of CO","Plastics/rubber","Truck","3.083423"
"Columbus OH","Hartford CT","Plastics/rubber","Truck","0.254732"
"Columbus OH","New York NY-NJ-CT-PA (CT Part)","Plastics/rubber","Truck","0.824217"
"Columbus OH","Philadelphia PA-NJ-DE-MD (DE Part)","Plastics/rubber","Truck","8.715217"
"Columbus OH","Jacksonville FL-GA  CFS Area (FL Part)","Plastics/rubber","Truck","0.266766"
"Columbus OH","Miami FL","Plastics/rubber","Truck","13.646237"
"Columbus OH","Orlando FL","Plastics/rubber","Truck","0.265939"
"Columbus OH","Tampa FL","Plastics/rubber","Truck","3.551091"
"Columbus OH","Rest of FL","Plastics/rubber","Truck","1.924908"
"Columbus OH","Atlanta GA","Plastics/rubber","Truck","41.734459"
"Columbus OH","Rest of GA","Plastics/rubber","Truck","6.256129"
"Columbus OH","Chicago IL-IN-WI (IL Part)","Plastics/rubber","Truck","43.019417"
"Columbus OH","St. Louis MO-IL (IL Part)","Plastics/rubber","Truck","0.282227"
"Columbus OH","Rest of IL","Plastics/rubber","Truck","22.717989"
"Columbus OH","Chicago IL-IN-WI (IN Part)","Plastics/rubber","Truck","0.284933"
"Columbus OH","Indianapolis IN","Plastics/rubber","Truck","8.728190"
"Columbus OH","Fort Wayne IN","Plastics/rubber","Truck","3.068757"
"Columbus OH","Rest of IN","Plastics/rubber","Truck","30.103374"
"Columbus OH","Iowa","Plastics/rubber","Truck","9.401221"
"Columbus OH","Kansas City MO-KS (KS Part)","Plastics/rubber","Truck","1.110405"
"Columbus OH","Wichita KS","Plastics/rubber","Truck","0.667475"
"Columbus OH","Rest of KS","Plastics/rubber","Truck","0.164513"
"Columbus OH","Cincinnati OH-KY-IN (KY Part)","Plastics/rubber","Truck","1.019703"
"Columbus OH","Louisville KY-IN (KY Part)","Plastics/rubber","Truck","29.990650"
"Columbus OH","Rest of KY","Plastics/rubber","Truck","12.188947"
"Columbus OH","Baton Rouge LA","Plastics/rubber","Truck","0.842963"
"Columbus OH","New Orleans LA-MS (LA Part)","Plastics/rubber","Truck","2.633916"
"Columbus OH","Rest of LA","Plastics/rubber","Truck","10.870508"
"Columbus OH","Maine","Plastics/rubber","Truck","0.831146"
"Columbus OH","Baltimore MD","Plastics/rubber","Truck","8.479912"
"Columbus OH","Washington DC-VA-MD-WV (MD Part)","Plastics/rubber","Truck","0.884206"
"Columbus OH","Boston MA-RI-NH-CT (MA Part)","Plastics/rubber","Truck","19.505568"
"Columbus OH","Rest of MA","Plastics/rubber","Truck","8.077615"
"Columbus OH","Detroit MI","Plastics/rubber","Truck","81.948814"
"Columbus OH","Grand Rapids MI","Plastics/rubber","Truck","20.439007"
"Columbus OH","Rest of MI","Plastics/rubber","Truck","9.028432"
"Columbus OH","Minneapolis-St. Paul MN-WI (MN Part)","Plastics/rubber","Truck","5.048142"
"Columbus OH","Rest of MN","Plastics/rubber","Truck","1.793755"
"Columbus OH","Mississippi","Plastics/rubber","Truck","22.027655"
"Columbus OH","Kansas City MO-KS (MO Part)","Plastics/rubber","Truck","0.899005"
"Columbus OH","St. Louis MO-IL (MO Part)","Plastics/rubber","Truck","4.491919"
"Columbus OH","Rest of MO","Plastics/rubber","Truck","10.852695"
"Columbus OH","Montana","Plastics/rubber","Truck","0.260200"
"Columbus OH","Omaha NE-IA (NE Part)","Plastics/rubber","Truck","0.846251"
"Columbus OH","Rest of NE","Plastics/rubber","Truck","0.926400"
"Columbus OH","Rest of NV","Plastics/rubber","Truck","2.950348"
"Columbus OH","Boston MA-RI-NH-CT (NH Part)","Plastics/rubber","Truck","1.382716"
"Columbus OH","Rest of NH","Plastics/rubber","Truck","0.929203"
"Columbus OH","New York NY-NJ-CT-PA (NJ Part)","Plastics/rubber","Truck","13.333580"
"Columbus OH","Philadelphia PA-NJ-DE-MD (NJ Part)","Plastics/rubber","Truck","1.958507"
"Columbus OH","New Mexico","Plastics/rubber","Truck","0.176967"
"Columbus OH","Albany NY  CFS Area","Plastics/rubber","Truck","0.305871"
"Columbus OH","Buffalo NY  CFS Area","Plastics/rubber","Truck","8.722628"
"Columbus OH","New York NY-NJ-CT-PA (NY Part)","Plastics/rubber","Truck","13.500350"
"Columbus OH","Rochester NY","Plastics/rubber","Truck","6.456841"
"Columbus OH","Rest of NY","Plastics/rubber","Truck","21.223856"
"Columbus OH","Charlotte NC-SC (NC Part)","Plastics/rubber","Truck","9.015696"
"Columbus OH","Greensboro--Winston-Salem--High Point NC","Plastics/rubber","Truck","5.507280"
"Columbus OH","Raleigh-Durham NC","Plastics/rubber","Truck","1.040518"
"Columbus OH","Rest of NC","Plastics/rubber","Truck","24.489130"
"Columbus OH","North Dakota","Plastics/rubber","Truck","0.304649"
"Columbus OH","Cincinnati OH-KY-IN (OH Part)","Plastics/rubber","Truck","60.870434"
"Columbus OH","Cleveland OH","Plastics/rubber","Truck","79.317474"
"Columbus OH","Columbus OH","Plastics/rubber","Truck","505.730988"
"Columbus OH","Dayton OH","Plastics/rubber","Truck","4.000797"
"Columbus OH","Rest of OH","Plastics/rubber","Truck","34.449226"
"Columbus OH","Oklahoma City OK","Plastics/rubber","Truck","3.817913"
"Columbus OH","Portland OR-WA (OR Part)","Plastics/rubber","Truck","0.757571"
"Columbus OH","Rest of OR","Plastics/rubber","Truck","0.752054"
"Columbus OH","Philadelphia PA-NJ-DE-MD (PA Part)","Plastics/rubber","Truck","6.897375"
"Columbus OH","Pittsburgh PA-OH-WV (PA Part)","Plastics/rubber","Truck","12.439659"
"Columbus OH","New York NY-NJ-CT-PA (PA Part)","Plastics/rubber","Truck","4.300028"
"Columbus OH","Rest of PA","Plastics/rubber","Truck","26.264803"
"Columbus OH","Boston MA-RI-NH-CT (RI Part)","Plastics/rubber","Truck","0.864176"
"Columbus OH","Greenville SC","Plastics/rubber","Truck","7.231497"
"Columbus OH","Rest of SC","Plastics/rubber","Truck","3.032683"
"Columbus OH","South Dakota","Plastics/rubber","Truck","1.831256"
"Columbus OH","Memphis TN-MS-AR (TN Part)","Plastics/rubber","Truck","1.096933"
"Columbus OH","Nashville TN","Plastics/rubber","Truck","457.405304"
"Columbus OH","Knoxville TN","Plastics/rubber","Truck","7.743666"
"Columbus OH","Rest of TN","Plastics/rubber","Truck","35.976597"
"Columbus OH","Austin TX","Plastics/rubber","Truck","0.036619"
"Columbus OH","Corpus Christi TX","Plastics/rubber","Truck","2.419327"
"Columbus OH","Dallas-Fort Worth TX-OK (TX Part)","Plastics/rubber","Truck","4.148027"
"Columbus OH","El Paso TX-NM (TX Part)","Plastics/rubber","Truck","24.125061"
"Columbus OH","Houston TX","Plastics/rubber","Truck","8.725929"
"Columbus OH","Laredo TX","Plastics/rubber","Truck","9.545361"
"Columbus OH","San Antonio TX","Plastics/rubber","Truck","1.576873"
"Columbus OH","Rest of TX","Plastics/rubber","Truck","1.879598"
"Columbus OH","Salt Lake City UT","Plastics/rubber","Truck","3.118420"
"Columbus OH","Richmond VA","Plastics/rubber","Truck","2.367061"
"Columbus OH","Virginia Beach-Norfolk VA-NC (VA Part)","Plastics/rubber","Truck","3.370025"
"Columbus OH","Washington DC-VA-MD-WV (VA Part)","Plastics/rubber","Truck","1.131111"
"Columbus OH","Rest of VA","Plastics/rubber","Truck","13.129288"
"Columbus OH","Seattle WA","Plastics/rubber","Truck","1.354401"
"Columbus OH","Rest of WA","Plastics/rubber","Truck","1.692538"
"Columbus OH","West Virginia","Plastics/rubber","Truck","17.588200"
"Columbus OH","Milwaukee WI","Plastics/rubber","Truck","6.377396"
"Columbus OH","Rest of WI","Plastics/rubber","Truck","19.056692"
"Dayton OH","Birmingham AL","Plastics/rubber","Truck","0.948378"
"Dayton OH","Rest of AL","Plastics/rubber","Truck","17.182512"
"Dayton OH","Phoenix AZ","Plastics/rubber","Truck","1.934421"
"Dayton OH","Tucson AZ","Plastics/rubber","Truck","6.352538"
"Dayton OH","Arkansas","Plastics/rubber","Truck","3.629418"
"Dayton OH","Los Angeles CA","Plastics/rubber","Truck","2.698240"
"Dayton OH","Sacramento CA","Plastics/rubber","Truck","0.217625"
"Dayton OH","San Diego CA","Plastics/rubber","Truck","0.245905"
"Dayton OH","San Francisco CA","Plastics/rubber","Truck","0.791323"
"Dayton OH","Fresno CA","Plastics/rubber","Truck","0.881139"
"Dayton OH","Rest of CA","Plastics/rubber","Truck","2.675125"
"Dayton OH","Denver CO","Plastics/rubber","Truck","0.914870"
"Dayton OH","Hartford CT","Plastics/rubber","Truck","0.159589"
"Dayton OH","New York NY-NJ-CT-PA (CT Part)","Plastics/rubber","Truck","9.487884"
"Dayton OH","Jacksonville FL-GA  CFS Area (FL Part)","Plastics/rubber","Truck","0.224878"
"Dayton OH","Miami FL","Plastics/rubber","Truck","0.750102"
"Dayton OH","Tampa FL","Plastics/rubber","Truck","5.607902"
"Dayton OH","Rest of FL","Plastics/rubber","Truck","10.215158"
"Dayton OH","Atlanta GA","Plastics/rubber","Truck","14.725730"
"Dayton OH","Savannah GA","Plastics/rubber","Truck","0.691063"
"Dayton OH","Rest of GA","Plastics/rubber","Truck","2.085116"
"Dayton OH","Idaho","Plastics/rubber","Truck","0.966290"
"Dayton OH","Chicago IL-IN-WI (IL Part)","Plastics/rubber","Truck","14.131863"
"Dayton OH","Rest of IL","Plastics/rubber","Truck","8.717068"
"Dayton OH","Chicago IL-IN-WI (IN Part)","Plastics/rubber","Truck","3.908813"
"Dayton OH","Indianapolis IN","Plastics/rubber","Truck","7.075185"
"Dayton OH","Fort Wayne IN","Plastics/rubber","Truck","36.606609"
"Dayton OH","Rest of IN","Plastics/rubber","Truck","20.001675"
"Dayton OH","Iowa","Plastics/rubber","Truck","3.011715"
"Dayton OH","Kansas City MO-KS (KS Part)","Plastics/rubber","Truck","18.754414"
"Dayton OH","Rest of KS","Plastics/rubber","Truck","16.413214"
"Dayton OH","Cincinnati OH-KY-IN (KY Part)","Plastics/rubber","Truck","1.018289"
"Dayton OH","Louisville KY-IN (KY Part)","Plastics/rubber","Truck","9.567397"
"Dayton OH","Rest of KY","Plastics/rubber","Truck","9.171425"
"Dayton OH","Baton Rouge LA","Plastics/rubber","Truck","0.107269"
"Dayton OH","Rest of LA","Plastics/rubber","Truck","1.751886"
"Dayton OH","Maine","Plastics/rubber","Truck","0.178031"
"Dayton OH","Washington DC-VA-MD-WV (MD Part)","Plastics/rubber","Truck","0.233084"
"Dayton OH","Rest of MD","Plastics/rubber","Truck","3.216166"
"Dayton OH","Boston MA-RI-NH-CT (MA Part)","Plastics/rubber","Truck","1.768382"
